43761|2011-06-15 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43762|2011-06-16 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43763|2011-06-16 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43764|2011-06-16 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43765|2011-06-16 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43766|2011-06-17 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43767|2011-06-17 00:00:00|5|3374,99|269,9992|84,3748|3729,364
43768|2011-06-18 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43769|2011-06-18 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43770|2011-06-18 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43771|2011-06-18 00:00:00|5|699,0982|55,9279|17,4775|772,5036
43772|2011-06-18 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43773|2011-06-18 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43774|2011-06-18 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43775|2011-06-18 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43776|2011-06-19 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43777|2011-06-19 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43778|2011-06-19 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43779|2011-06-19 00:00:00|5|699,0982|55,9279|17,4775|772,5036
43780|2011-06-20 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43781|2011-06-20 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43782|2011-06-20 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43783|2011-06-20 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43784|2011-06-21 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43785|2011-06-21 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43786|2011-06-21 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43787|2011-06-21 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43788|2011-06-21 00:00:00|5|3374,99|269,9992|84,3748|3729,364
43789|2011-06-21 00:00:00|5|3374,99|269,9992|84,3748|3729,364
43790|2011-06-21 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43791|2011-06-21 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43792|2011-06-21 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43793|2011-06-21 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43794|2011-06-21 00:00:00|5|3399,99|271,9992|84,9998|3756,989
43795|2011-06-22 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43796|2011-06-22 00:00:00|5|699,0982|55,9279|17,4775|772,5036
43797|2011-06-22 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43798|2011-06-22 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43799|2011-06-22 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43800|2011-06-23 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43801|2011-06-23 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43802|2011-06-23 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43803|2011-06-24 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43804|2011-06-24 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
43805|2011-06-24 00:00:00|5|699,0982|55,9279|17,4775|772,5036
43806|2011-06-24 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
