SalesOrderID|OrderDate|Status|SubTotal|TaxAmt|Freight|TotalDue
44595|2011-10-05 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44596|2011-10-05 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44597|2011-10-06 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44598|2011-10-06 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44599|2011-10-06 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44600|2011-10-06 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44601|2011-10-06 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44602|2011-10-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44603|2011-10-07 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44604|2011-10-07 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44605|2011-10-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44606|2011-10-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44607|2011-10-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44608|2011-10-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44609|2011-10-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44610|2011-10-07 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44611|2011-10-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44612|2011-10-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44613|2011-10-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44614|2011-10-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44615|2011-10-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44616|2011-10-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44617|2011-10-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44618|2011-10-08 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44619|2011-10-09 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44620|2011-10-09 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44621|2011-10-09 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44622|2011-10-09 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44623|2011-10-10 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44624|2011-10-10 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44625|2011-10-10 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44626|2011-10-10 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44627|2011-10-10 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44628|2011-10-10 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44629|2011-10-10 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44630|2011-10-11 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44631|2011-10-11 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44632|2011-10-11 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44633|2011-10-11 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44634|2011-10-11 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44635|2011-10-11 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44636|2011-10-12 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44637|2011-10-12 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44638|2011-10-12 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44639|2011-10-12 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44640|2011-10-12 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44641|2011-10-12 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44642|2011-10-12 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44643|2011-10-13 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44644|2011-10-13 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44645|2011-10-13 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44646|2011-10-13 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44647|2011-10-13 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44648|2011-10-13 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44649|2011-10-13 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44650|2011-10-13 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44651|2011-10-14 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44652|2011-10-14 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44653|2011-10-14 00:00:00|5|699,0982|55,9279|17,4775|772,5036
44654|2011-10-14 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44655|2011-10-14 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44656|2011-10-14 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44657|2011-10-14 00:00:00|5|3374,99|269,9992|84,3748|3729,364
44658|2011-10-14 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44063|2011-07-30 00:00:00|5|3399,99|271,9992|84,9998|3756,989
44064|2011-07-30 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
44065|2011-07-30 00:00:00|5|3578,27|286,2616|89,4568|3953,9884
